age,sex,is_camp_user,night_call_dura_rate,night_call_cnt_rate,called_cnt_rate,contact_ratio,once_numbers,once_numbers_rate,top5_call_dura_rate,top5_call_cnt_rate,top5_opp_belo_cnt,top10_call_dura_rate,top10_call_cnt_rate,top10_opp_belo_cnt,label
38,1,0,3.236,5.3333,51.3333,11,7,33.3333,58.992,54,2,78.5596,74,2,0
56,1,0,5.5764,7.9545,73.8636,2,4,66.6667,98.8871,94.3182,1,100,100,1,0
39,2,0,1.3459,5.8824,54.4118,6,8,57.1429,81.029,50,2,95.0422,75,4,0
38,1,0,0.2517,1.8868,49.0566,3,2,33.3333,84.4301,69.8113,1,94.4624,83.0189,1,0
28,1,0,9.2715,7.6923,100,0,0,0,90.7285,76.9231,2,100,100,4,0
25,2,0,1.5738,3.8961,48.0519,3,10,83.3333,80.6253,77.9221,2,98.49,88.3117,3,0
22,1,1,0.1475,3.125,46.875,2,9,69.2308,77.0403,25,3,91.9617,53.125,4,0
43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,39.7193,10.8108,91.8919,1,3,100,99.9554,97.2973,2,100,100,2,0
36,2,0,6.4694,3.0534,50.3817,5,4,57.1429,91.0186,93.1298,2,100,100,4,0
19,1,0,16.8539,11.7647,52.9412,2,0,0,100,100,2,100,100,3,0
30,1,1,2.3425,6.5789,34.2105,4,19,73.0769,59.4513,39.4737,1,81.6736,55.2632,2,0
58,1,0,10.1891,16.9106,43.252,33,18,39.1304,48.788,30.0813,1,66.385,60.813,1,0
53,1,0,0.7896,0.8929,65.1786,7,5,41.6667,90.607,63.3929,1,97.8249,88.3929,2,0
46,2,0,0.6558,2.7322,53.0055,5,2,22.2222,78.3437,66.6667,2,93.2533,83.6066,3,0
23,1,0,9.0794,8.8889,60,5,6,60,76.6892,57.7778,3,93.1166,82.2222,4,0
46,2,0,0.5578,1.2987,45.4545,4,3,33.3333,81.3005,80.5195,2,98.635,93.5065,3,0
27,1,0,6.0069,3.8462,42.7885,9,2,15.3846,84.0655,73.0769,1,96.5893,94.7115,2,0
52,1,0,0.1589,0.7895,48.6842,21,31,50,47.3691,38.6842,1,57.7039,45.2632,1,0
55,1,1,1.3901,3.7037,40.7407,11,12,44.4444,51.3469,40.7407,2,74.4607,52.7778,3,0
30,2,0,1.6505,0.9852,36.9458,15,11,36.6667,69.9594,59.1133,1,83.6029,73.8916,1,0
55,2,0,20.9731,6.8182,75,1,2,40,98.1034,79.5455,1,99.6152,93.1818,1,0
36,1,0,2.8767,4.3478,71.7391,3,5,71.4286,78.0137,63.0435,2,93.3562,84.7826,2,0
38,2,0,9.9407,8.5714,74.2857,1,7,87.5,74.7845,45.7143,1,87.6616,60,1,0
60,2,0,0.6712,4.2424,41.2121,6,1,12.5,94.8125,83.6364,2,99.1133,94.5455,2,0
23,2,0,10.9677,17.3333,64,5,13,72.2222,55.5178,26.6667,2,69.8812,40,2,0
29,2,0,5.0542,7.7465,51.4085,7,7,58.3333,87.8277,78.8732,2,94.851,90.1408,2,0
55,1,0,10.2071,6.0606,34.8485,6,4,30.7692,88.0178,54.5455,1,94.7485,80.303,1,0
39,1,0,0.1196,0.4566,46.5753,12,23,65.7143,45.4936,54.3379,1,66.1278,65.7534,1,0
21,2,0,6.7974,5.7692,46.1538,3,2,40,100,100,1,100,100,6,0
27,2,0,0.2061,1.2821,28.2051,3,7,58.3333,81.2036,79.4872,1,95.5482,92.3077,1,0
18,1,0,33.4274,30.1724,70.6897,1,3,60,94.297,94.8276,4,99.7741,99.1379,5,0
71,1,0,1.0263,8.9109,54.4554,11,11,55,45.705,20.7921,1,68.458,41.5842,3,0
42,2,1,3.4974,1.7937,50.2242,10,2,13.3333,83.5342,71.7489,2,95.445,86.5471,2,0
54,1,0,1.484,4.5455,53.6364,11,13,52,47.5427,20,2,65.8458,38.1818,2,0
26,1,0,1.9776,4.2553,93.617,4,3,100,95.4035,91.4894,2,100,100,3,0
38,2,1,0.6726,1.2195,80.4878,9,5,71.4286,89.5212,46.3415,3,97.7606,69.5122,4,0
43,1,1,0.485,3.1469,49.3007,15,8,40,83.2932,64.6853,1,93.4346,81.1189,3,0
51,1,0,0.2264,1.1364,46.5909,6,14,66.6667,53.5842,26.1364,2,75.5424,52.2727,2,0
0,1,0,29.4664,21.7391,65.2174,2,2,50,73.5499,60.8696,2,93.2715,86.9565,2,0
67,1,1,1.3405,1.1236,48.3146,5,0,0,85.4036,83.1461,1,97.0211,95.5056,1,0
43,2,1,0.5117,1.875,23.75,6,5,45.4545,89.5924,81.875,1,98.2914,92.5,2,0
51,1,0,0.2037,3.125,78.125,4,3,75,89.2435,65.625,2,99.4839,90.625,2,0
59,1,0,0.2803,0.8333,58.3333,10,11,52.381,78.2711,45,2,92.224,64.1667,4,0
52,2,1,2.2806,3,39,9,4,20,62.6155,29,1,86.7824,53,1,0
0,1,0,8.2794,4.6512,53.4884,4,6,50,67.2129,48.8372,3,89.3632,69.7674,3,0
31,1,0,1.5337,3.7037,85.1852,2,1,50,59.7137,37.037,1,79.5501,66.6667,1,0
41,1,0,6.6991,6.25,75,2,4,100,98.7504,62.5,2,100,100,5,0
47,1,0,3.5918,8.6957,26.087,7,6,40,59.0538,52.1739,3,79.4402,72.4638,4,0
48,2,1,2.0889,2.5424,52.5424,5,7,50,66.5333,66.9492,1,89.7333,88.1356,2,0
38,2,0,0.7081,1.1364,84.0909,7,7,70,82.1049,73.8636,1,91.9215,84.0909,2,0
39,2,0,0.1479,0.5291,29.6296,4,7,46.6667,94.994,88.3598,2,98.4829,92.5926,3,0
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,0,2.852,5.7971,41.5459,14,5,21.7391,67.8757,50.2415,3,82.4517,67.6329,3,0
29,2,0,3.0848,6.25,100,0,0,0,55.7841,31.25,3,80.9769,62.5,3,0
33,2,1,8.4464,6.0811,60.8108,6,8,61.5385,92.8619,77.027,1,97.5613,83.1081,1,0
50,1,0,0.0668,1.7241,25.8621,4,2,33.3333,97.1524,91.3793,1,100,100,3,0
22,1,0,4.1158,4.4944,57.3034,6,3,37.5,86.4318,76.4045,2,98.9536,93.2584,3,0
27,1,0,10.3694,14.4654,52.2013,11,5,33.3333,68.1653,72.327,2,84.1828,80.5031,2,0
52,1,0,50.7042,57.1429,85.7143,0,1,100,100,85.7143,2,100,100,2,0
26,2,0,0.5737,3.4483,79.3103,4,2,50,88.526,58.6207,1,98.0141,86.2069,1,0
54,1,0,7.3177,9.9237,32.0611,8,5,35.7143,91.6683,87.7863,1,97.2784,93.8931,3,0
37,1,0,0.4851,2.9412,61.7647,2,6,75,77.8731,52.9412,1,92.7985,67.6471,1,0
21,1,0,52.9813,8.3333,85,0,6,85.7143,69.4584,15,2,80.9285,30,4,1
40,1,0,0.8613,2.1277,95.7447,2,2,100,56.4169,42.5532,3,77.2825,53.1915,3,0
32,2,0,26.8293,1.5152,80.303,6,4,50,61.5385,45.4545,2,77.5395,63.6364,2,0
42,1,0,0.0808,0.5128,53.8462,8,13,54.1667,69.7803,62.5641,2,87.8224,81.5385,3,0
32,1,0,0.1612,2.2727,56.8182,4,8,66.6667,76.8139,47.7273,1,94.1632,81.8182,2,0
21,1,0,5.5694,3.7037,62.963,6,2,33.3333,93.7685,86.4198,2,100,100,2,0
32,1,0,6.0081,9.5238,66.6667,2,3,60,83.4012,76.1905,2,100,100,5,0
46,1,0,0.0372,0.6024,65.6627,16,20,62.5,48.8091,30.7229,1,66.3937,50.6024,1,0
52,1,0,2.024,2.0513,37.4359,12,37,64.9123,43.2075,38.4615,1,57.7616,46.1538,2,0
43,1,0,0.1926,1.6667,58.3333,3,7,70,85.9387,43.3333,2,95.7327,80,4,0
47,1,0,15.4887,9.375,71.875,1,2,50,87.619,78.125,1,98.8972,93.75,3,0
23,2,1,13.7326,10.2564,84.6154,2,3,75,84.3315,35.8974,1,90.1996,56.4103,2,0
34,1,0,0.9091,9.0909,81.8182,2,2,100,96.1157,72.7273,2,100,100,4,0
48,2,0,0.1811,0.7143,56.4286,11,17,58.6207,58.0385,35.7143,1,78.4534,67.8571,2,0
29,2,0,1.2085,6.6667,96.6667,3,1,100,89.7281,76.6667,2,99.2951,96.6667,3,0
22,1,0,13.2151,3.4483,55.1724,10,24,66.6667,71.0273,27.5862,3,79.569,37.931,3,1
47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,0,0.3892,1.1364,48.8636,5,4,26.6667,84.201,82.9545,1,92.1836,90.1515,1,0
48,1,0,0.8331,2.439,73.1707,2,6,75,78.8753,56.0976,1,92.3832,80.4878,4,0
44,1,0,17.7719,12.5,75,1,2,66.6667,95.6233,75,3,100,100,4,0
30,2,0,0.7841,2.2727,93.1818,1,3,100,66.4355,18.1818,2,82.5694,38.6364,3,0
29,2,0,0,0,61.6667,2,10,71.4286,80.8266,31.6667,3,89.1067,46.6667,3,1
30,2,0,1.23,4,76,3,0,0,83.6408,56,2,93.6039,76,3,0
24,1,0,5.6022,7.5269,79.5699,3,6,66.6667,89.8039,86.0215,3,95.9384,91.3978,5,0
38,1,0,0.4883,0.9615,39.4231,5,6,54.5455,85.1475,84.6154,1,96.1343,96.1538,2,0
40,1,0,0.0596,0.1805,47.2924,23,13,32.5,63.1251,44.4043,1,79.5836,66.9675,1,0
54,1,0,0.5845,0.8772,74.5614,6,4,40,74.126,61.4035,1,94.6949,84.2105,2,0
23,1,0,3.9665,16.6667,50,1,5,71.4286,88.2123,50,3,100,100,5,0
21,1,0,7.6824,2.439,51.2195,2,3,37.5,74.3777,51.2195,2,87.2961,68.2927,2,0
18,1,0,2.0777,30.2326,72.093,1,0,0,97.7739,90.6977,2,100,100,3,0
65,2,0,5.3481,6.6667,86.6667,1,0,0,100,100,1,100,100,1,0
36,1,0,2.1476,4.0816,57.1429,3,2,25,88.6989,73.4694,2,96.8515,87.7551,3,0
35,2,0,3.9169,8.2192,73.9726,4,1,20,75.2242,65.7534,1,89.0986,80.8219,1,0
44,1,1,1.2426,5,75,2,1,25,87.574,77.5,2,99.0533,97.5,3,0
41,1,0,1.304,2.8169,69.0141,6,8,72.7273,62.7934,56.338,2,78.0064,66.1972,2,0
41,2,1,8.0242,21.1679,25.5474,7,8,47.0588,49.0285,71.5328,1,70.3507,80.292,1,0
36,1,0,0.4149,4.5455,68.1818,2,7,100,67.3237,63.6364,2,93.0498,86.3636,3,0
28,1,0,7.6693,10.4167,52.0833,9,8,47.0588,66.2551,47.9167,1,89.899,78.125,1,0
51,2,0,1.1743,2.7027,41.8919,5,4,40,83.9205,83.7838,1,99.6387,98.6486,1,0
58,1,0,3.4224,1.7857,58.9286,2,5,62.5,90.9407,89.2857,1,100,100,2,0
20,1,1,5.8824,4.1958,69.2308,5,4,36.3636,73.6875,77.6224,1,87.0546,85.3147,1,0
44,1,0,5.007,1.6807,73.1092,5,16,69.5652,47.4809,42.8571,2,61.8624,51.2605,4,0
45,1,0,10.7251,4.6296,35.1852,8,5,33.3333,76.043,51.8519,2,93.5218,76.8519,2,0
24,1,0,3.2781,2.623,72.1311,1,0,0,100,100,3,100,100,5,0
59,1,0,0.2549,1.6129,56.4516,5,30,78.9474,68.3082,61.828,1,81.993,68.2796,1,0
53,2,0,0.2066,0.7326,87.9121,4,7,77.7778,97.0717,93.0403,1,99.5709,97.0696,1,0
28,1,0,3.363,13.6364,86.3636,1,1,50,80.5143,45.4545,1,98.4174,81.8182,3,0
43,2,0,0.1597,0.8333,57.5,7,8,53.3333,70.9494,63.3333,1,90.417,82.5,1,0
29,2,0,0.1134,0.8621,68.9655,10,8,57.1429,62.7522,45.6897,2,85.3548,77.5862,2,0
19,1,0,28.6872,23.0769,53.8462,0,6,100,79.7407,61.5385,3,100,100,4,0
29,1,0,4.7588,6.6667,53.3333,1,3,60,98.0833,96.6667,1,100,100,2,0
18,2,0,31.8328,7.4074,92.5926,1,2,100,99.164,81.4815,3,100,100,6,0
50,2,0,0.1611,0.4854,39.3204,7,9,50,84.3547,77.6699,1,94.5163,86.4078,2,0
57,1,0,0.5738,0.9615,69.2308,9,16,69.5652,35.6139,16.3462,3,51.5045,25,3,0
50,2,0,2.7704,3.8462,38.4615,3,1,33.3333,89.314,73.0769,4,99.4723,96.1538,4,0
23,2,0,0.1179,1.5625,52.3438,2,2,33.3333,98.7616,82.8125,2,99.413,86.7188,4,0
14,1,0,0,0,54.8387,3,3,50,98.2824,87.0968,1,100,100,2,1
54,2,1,1.5658,1.7544,45.614,2,2,28.5714,92.1075,91.2281,1,100,100,2,0
16,1,0,0,0,8.0292,1,87,85.2941,25.4109,10.219,4,35.5547,18.2482,4,1
48,2,0,0.5309,5.2632,60.5263,3,5,62.5,94.0652,60.5263,3,98.4642,78.9474,3,0
55,2,0,2.1282,2.7027,51.3514,6,4,44.4444,82.3846,45.9459,1,94.7436,78.3784,1,0
53,2,0,1.7728,9.8765,60.4938,6,5,45.4545,66.8492,48.1481,2,92.4618,83.9506,2,0
38,1,0,7.671,3.8462,67.1598,20,21,50,35.5542,33.1361,1,55.9965,47.6331,1,0
48,1,1,2.9992,1.2346,49.7942,14,15,42.8571,56.9625,53.0864,2,71.8739,65.8436,3,0
24,1,0,1.6496,11.1111,88.8889,1,3,100,84.6154,33.3333,2,96.8083,55.5556,2,0
25,2,0,2.4834,2.5641,74.359,1,0,0,75.9934,58.9744,1,93.6258,76.9231,2,0
47,1,0,0.841,0.7692,72.3077,6,4,33.3333,76.0092,68.4615,1,91.5749,87.6923,3,0
38,2,0,1.7744,2.381,8.3333,5,6,40,92.5332,73.8095,3,99.1459,88.0952,3,0
21,1,0,5.988,6,44,3,1,25,92.5749,90,3,100,100,5,0
65,1,0,2.5149,15.1515,60.6061,3,6,75,87.7418,54.5455,2,99.7186,96.9697,3,0
32,2,1,14.3338,5.5556,44.4444,5,3,33.3333,98.5702,63.8889,1,99.7477,86.1111,3,0
22,1,0,8.597,10.4478,80.597,3,2,50,90.0141,64.1791,2,96.2377,74.6269,2,0
34,1,0,3.5882,3.5294,45.8824,10,7,43.75,70.1853,56.4706,1,84.1336,75.2941,2,0
46,2,0,3.9041,3.871,71.6129,5,3,33.3333,88.0391,76.7742,1,95.3423,87.0968,1,0
51,2,1,4.1912,1.2987,59.0909,12,5,38.4615,69.739,61.6883,1,90.2908,76.6234,1,0
65,1,0,0.2218,0.2116,41.4815,32,22,36.0656,46.5783,51.3228,1,67.9677,71.6402,1,0
42,2,1,0.8821,1.0204,56.1224,3,5,71.4286,86.4186,85.7143,2,98.55,93.8776,3,0
40,1,0,0.0746,1.1429,65.1429,8,9,50,80.2853,60.5714,1,93.4875,80.5714,1,0
61,1,0,15.7149,5.3191,51.5957,10,3,23.0769,75.4883,62.766,1,94.8934,87.766,2,0
57,1,0,4.7371,8.3333,95.8333,1,2,100,85.7887,60.4167,1,91.7338,72.9167,1,0
39,2,1,0.2605,0.4292,53.6481,11,3,23.0769,84.7182,77.6824,1,96.8257,94.8498,1,0
31,2,0,6.7853,12.5,45.8333,4,0,0,80.6822,64.5833,2,100,100,2,0
36,1,1,0.0767,0.8621,46.5517,8,14,63.6364,78.5118,58.6207,1,91.2035,75.8621,1,0
21,2,0,1.7974,6.6667,46.6667,1,1,50,100,100,1,100,100,3,0
56,1,0,0.5323,4.5455,68.1818,6,5,45.4545,74.3209,45.4545,1,93.9427,69.697,1,0
22,2,1,7.377,10.5263,42.1053,1,6,85.7143,86.0656,63.1579,3,99.0164,94.7368,4,0
44,1,0,0.7322,0.4762,54.2857,9,14,63.6364,75.347,64.7619,1,84.2312,78.0952,1,0
40,2,0,1.3468,3.0043,46.3519,3,3,37.5,92.1491,93.9914,3,99.3923,97.8541,3,0
30,2,0,4.1028,4.4944,78.6517,3,4,66.6667,82.8975,77.5281,1,93.6429,86.5169,2,0
31,1,0,2.3612,2.4658,57.8082,18,14,40,62.4404,58.9041,1,78.364,75.6164,1,0
28,2,0,0.8982,1.8519,55.5556,3,4,50,81.0254,81.4815,2,97.6422,94.4444,3,0
57,1,0,7.0237,0.9091,58.1818,6,10,47.619,43.4809,40,1,67.4356,61.8182,1,0
29,1,0,0.8923,5,52.5,7,12,70.5882,70.5935,33.75,1,84.2089,60,1,0
20,2,0,2.6567,7.4074,81.4815,3,1,33.3333,99.3036,96.2963,5,100,100,8,0
42,2,0,1.3772,6.7797,13.5593,2,5,55.5556,96.0018,89.8305,2,100,100,4,0
24,1,0,0.6483,0.7143,47.1429,4,2,33.3333,97.9266,95,3,99.9518,99.2857,3,0
23,1,0,6.9583,7.5472,84.9057,1,8,100,43.0417,16.9811,2,58.4493,28.3019,2,0
39,1,1,0.3032,1.7094,51.2821,9,3,21.4286,52.3787,34.188,2,79.8391,69.2308,2,0
32,2,0,0.8353,0.5356,35.5777,65,35,29.9145,30.9592,33.3588,1,48.7682,44.0704,1,0
45,2,0,0.0286,0.8264,51.2397,8,7,43.75,84.1142,34.7107,2,94.6628,75.2066,2,0
21,1,0,44.4899,28,68,3,5,55.5556,74.0703,54,2,90.8222,76,2,0
60,2,0,1.0198,3.0303,71.7172,10,13,65,49.089,21.2121,1,75.0659,44.4444,1,0
40,1,0,8.39,14.8148,72.2222,4,5,50,59.1741,42.5926,2,85.8599,66.6667,2,0
56,2,0,26.1317,7.5472,73.5849,6,5,55.5556,69.5544,41.5094,1,92.0114,73.5849,2,0
47,1,1,2.6846,2,58,5,9,64.2857,43.2215,28,1,67.7852,50,2,0
43,2,1,0.7405,1.9608,66.6667,4,2,28.5714,77.0766,60.7843,1,93.4965,82.3529,2,0
49,2,1,1.5598,0.7813,45.3125,6,5,45.4545,84.846,79.6875,2,96.4233,92.9688,2,0
17,1,0,0.1736,4.0816,53.0612,4,4,50,93.2627,55.102,2,98.4199,79.5918,3,0
28,2,0,1.0297,1.8519,59.2593,2,13,81.25,58.3524,42.5926,1,74.8284,59.2593,2,0
33,2,1,0.4257,1.8018,53.1532,8,4,30.7692,75.8127,54.955,1,92.5374,87.3874,1,0
26,1,0,2.4096,7.6923,92.3077,0,1,100,68.9759,38.4615,1,96.988,76.9231,4,0
45,1,0,1.4251,1.4368,54.023,15,13,40.625,79.3623,62.931,1,91.1195,79.023,1,0
46,1,1,0.2464,0.4717,65.3302,32,11,29.7297,43.2752,44.3396,1,60.9959,59.434,1,0
57,1,0,0.4898,0.3546,45.3901,9,25,59.5238,60.0674,62.766,1,75.0356,73.4043,1,0
23,2,0,0.737,1.4019,34.5794,6,8,61.5385,95.3037,81.3084,2,97.5246,85.514,4,0
32,1,0,6.9683,6.9767,30.2326,3,8,66.6667,84.4514,46.5116,3,93.7598,69.7674,5,0
32,2,0,12.7189,13.6449,68.2243,11,6,27.2727,74.5976,76.4486,2,90.9429,88.2243,2,0
34,1,0,5.7426,4.1176,49.4118,6,6,50,87.5075,88.8235,2,96.1064,94.1176,3,0
23,1,0,5.6779,7.6923,61.5385,1,2,66.6667,93.3951,69.2308,2,100,100,2,0
33,2,0,2.4136,2.7624,33.1492,7,13,52,81.8559,68.5083,2,92.7109,73.4807,4,0
52,1,0,0.889,1.5038,36.0902,15,16,51.6129,49.6756,30.8271,1,71.7203,57.8947,1,0
39,2,1,1.646,5.8824,27.7311,12,10,40,64.767,35.7143,1,91.2125,79.4118,1,0
47,1,1,1.1034,2.7211,58.1633,17,15,45.4545,54.8079,45.5782,1,76.0846,68.3673,1,0
21,2,0,1.1612,6.0606,57.5758,2,2,50,93.3849,72.7273,3,99.0148,93.9394,4,0
35,1,0,3.4389,4.8583,40.4858,16,18,48.6486,54.1178,40.4858,1,76.2911,61.1336,1,0
34,1,0,5.8588,4.4944,44.9438,5,11,50,77.6461,58.427,1,89.2082,70.2247,1,0
37,2,0,4.212,3.3333,63.3333,3,2,50,97.0788,86.6667,1,100,100,2,0
23,2,0,3.7719,4.5455,50,2,1,20,93.4441,81.8182,1,100,100,1,0
54,2,0,0.3492,5.1282,51.2821,2,2,40,99.3017,97.4359,1,100,100,1,0
34,1,0,8.635,0.6803,47.619,9,4,30.7692,91.3018,72.7891,2,97.4844,89.7959,4,0
21,2,0,22.2399,14.7059,47.0588,2,3,60,83.3201,70.5882,2,96.5846,85.2941,3,0
45,2,0,0.4575,0.8547,42.735,4,5,45.4545,84.2379,76.0684,1,96.4385,90.5983,2,0
24,2,0,25.0772,4.4444,42.2222,2,3,75,98.714,91.1111,3,100,100,4,0
36,2,0,66.9983,12.5,87.5,0,1,100,96.6833,75,3,100,100,4,0
55,2,0,12.4322,6.7797,69.4915,3,6,66.6667,89.0986,38.9831,4,95.0433,64.4068,4,0
49,2,0,1.6253,4.3478,82.6087,2,4,100,94.3541,60.8696,1,98.3747,82.6087,3,0
21,1,0,100,100,100,0,0,0,100,100,2,100,100,2,0
34,1,0,1.4315,4.1916,58.6826,13,10,45.4545,57.873,47.9042,2,75.8574,67.0659,3,0
48,2,0,0.0226,1.5873,34.9206,5,6,50,89.6966,53.9683,2,98.4601,68.254,2,0
40,2,0,0.7205,3.3333,93.3333,0,2,100,55.8357,43.3333,3,87.1758,66.6667,4,0
29,1,0,37.7522,30,70,0,3,100,73.487,60,2,100,100,2,0
21,1,0,24.1162,13.5514,50.4673,10,27,77.1429,82.3232,51.4019,1,90.6566,70.0935,2,0
41,1,0,2.0324,2.8662,32.1656,10,74,80.4348,61.898,52.2293,1,75.089,62.7389,1,0
39,1,0,6.716,5.9829,52.9915,6,6,46.1538,68.4405,70.0855,1,85.7001,82.0513,1,0
42,1,0,0.5454,1.5152,65.1515,2,6,66.6667,75.9447,59.0909,2,88.8586,72.7273,2,0
43,1,0,0.0482,0.9709,22.3301,2,1,33.3333,100,100,2,100,100,2,0
33,1,0,2.0182,11.1111,88.8889,0,1,100,93.0373,55.5556,4,100,100,4,0
24,1,0,1.1283,5.2632,100,2,0,0,91.1142,78.9474,1,100,100,3,0
43,2,1,3.3283,1.9108,35.0318,10,3,20,70.4699,60.5096,1,93.7677,89.172,1,0
30,1,0,4.8942,11.4286,25.7143,6,12,52.1739,70.3851,38.5714,1,83.6567,58.5714,1,0
36,2,1,1.4307,6.8182,45.4545,2,7,53.8462,96.0188,50,3,98.8965,72.7273,3,0
21,1,0,5.3191,6.25,93.75,0,1,100,64.0957,37.5,2,86.9681,68.75,2,0
50,1,1,14.4923,7.5145,67.052,10,6,46.1538,74.6359,60.6936,2,90.0259,84.9711,2,0
49,2,0,4.6851,3.0702,52.193,14,7,41.1765,76.5244,60.5263,1,93.2346,83.7719,2,0
25,2,0,2.1245,2.2989,54.023,3,13,76.4706,66.6083,63.2184,1,77.8055,70.1149,2,0
52,2,0,3.5876,13.3333,60,1,4,80,93.3608,66.6667,3,100,100,4,0
58,2,0,0.1613,6.6667,86.6667,2,2,100,90.8065,80,1,100,100,2,0
35,1,0,0.1937,3.8095,87.619,5,3,50,97.0946,83.8095,3,99.3774,91.4286,4,0
38,2,0,0.5481,2.0833,47.9167,3,7,70,84.6203,54.1667,1,92.6165,68.75,1,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,0,0,0,59.2593,0,0,0,100,100,2,100,100,2,1
32,2,0,0.4041,1.0638,52.1277,2,1,20,99.7114,98.9362,2,100,100,2,0
34,2,0,3.4322,5.3191,68.0851,6,3,37.5,89.568,76.5957,2,95.6194,86.1702,2,0
54,1,0,0.1863,1.9231,55.7692,8,5,45.4545,74.9069,48.0769,1,96.075,80.7692,1,0
21,2,0,0.3394,2.3256,69.7674,3,2,40,97.879,90.6977,1,100,100,2,0
49,2,0,1.1998,5,73.3333,0,4,57.1429,76.742,58.3333,1,88.4172,68.3333,2,0
22,2,0,53.5519,44.4444,88.8889,0,1,100,90.9836,77.7778,1,100,100,5,0
0,1,0,3.5437,4.5455,96.9697,5,2,100,81.3107,60.6061,3,94.5146,77.2727,4,0
33,1,0,0.5484,0.6345,63.198,43,20,35.0877,39.536,35.533,1,56.8255,48.9848,1,0
33,2,1,1.5647,2.0408,50.3401,10,5,33.3333,66.4154,51.0204,2,80.6316,67.3469,4,0
55,1,0,0.7755,1.2195,46.3415,8,5,45.4545,72.827,69.5122,1,92.9617,91.4634,2,0
48,2,1,0.0937,0.2717,52.1739,15,9,32.1429,53.9317,60.3261,1,78.1779,77.1739,1,0
22,1,0,1.2502,1.4815,56.2963,8,4,36.3636,75.418,57.037,3,92.8426,86.6667,3,0
45,2,1,1.6947,2.0921,41.6318,35,90,52.6316,39.9297,23.1172,1,57.1406,49.5816,1,0
28,2,0,63.0538,40.5405,81.0811,1,1,50,86.3924,70.2703,1,94.7785,83.7838,4,0
69,2,1,1.6407,5.988,77.8443,2,2,50,99.8567,98.2036,3,100,100,4,0
21,1,0,1.2369,4.5455,77.2727,1,1,50,94.7669,81.8182,2,100,100,3,0
21,2,0,0.8615,0.885,81.4159,3,4,80,94.985,82.3009,2,97.3247,86.7257,2,0
48,2,1,0.2518,2.6144,57.5163,9,14,60.8696,64.4949,52.9412,1,86.3072,66.0131,1,0
25,1,0,31.1512,8.5714,91.4286,0,3,100,53.8375,17.1429,3,68.2844,31.4286,3,0
0,3,0,0.1192,4.3478,39.1304,2,2,33.3333,98.272,91.3043,1,100,100,2,0
43,2,0,1.6823,1.9608,64.7059,7,14,63.6364,76.8069,44.1176,1,85.3246,58.8235,1,0
18,1,0,10.7185,16,4,2,0,0,100,100,3,100,100,5,0
28,2,0,37.2755,17.0732,56.0976,2,5,83.3333,71.1455,48.7805,3,86.5635,65.8537,3,1
49,2,0,5.3088,8.1081,67.5676,3,12,100,81.8013,54.0541,3,92.7907,70.2703,3,0
70,2,0,7.1661,18.75,85.4167,2,0,0,100,100,1,100,100,3,1
60,1,0,0.4905,0.7692,59.2308,8,5,31.25,74.4495,58.4615,1,90.2878,81.5385,3,0
38,1,0,0.3731,0.8197,61.4754,6,5,38.4615,78.1798,80.3279,1,94.6463,92.623,3,0
33,1,0,3.73,2.9412,37.0588,22,36,50.7042,37.5116,30.5882,1,50.7986,42.3529,1,0
23,1,1,18.6292,25.3333,73.3333,3,0,0,91.8453,89.3333,3,99.8243,98.6667,4,0
39,1,1,2.0958,2.2152,38.6076,27,2,6.4516,46.3387,36.3924,2,71.0799,64.0823,2,0
18,2,1,2.6656,2.7778,20.8333,4,6,46.1538,80.0916,76.3889,2,94.8771,87.5,4,0
18,2,0,35.0305,9.0909,81.8182,2,2,100,100,100,4,100,100,8,0
56,1,0,0.5589,2.1277,61.7021,2,8,72.7273,75.2033,40.4255,2,91.1077,61.7021,2,0
0,3,0,81.3516,60.2941,69.1176,3,1,20,98.5258,94.1176,3,100,100,6,0
34,2,0,3.5085,5.2632,28.9474,6,2,22.2222,89.7527,72.3684,1,98.0989,93.4211,3,0
41,1,0,0.428,1.6667,90,6,3,75,64.8731,35,1,84.0721,60,1,0
47,1,0,4.2946,5.9603,66.2252,13,15,62.5,50.7677,41.7219,2,73.0863,59.6026,2,0
0,1,0,22.0193,13.6364,54.5455,2,7,87.5,85.6069,54.5455,3,95.5961,77.2727,5,0
55,2,0,0.6039,1.6667,17.5,7,2,25,84.1741,84.1667,1,100,100,1,0
33,1,0,0.5262,8.3333,50,2,1,50,100,100,2,100,100,2,0
50,2,1,1.0418,1.9355,50.9677,9,7,38.8889,71.6658,67.0968,3,86.6522,85.8065,3,0
53,1,0,2.3987,2,28.6667,8,10,45.4545,60.2151,66.6667,1,87.276,81.3333,2,0
56,2,0,1.1462,11.6279,51.1628,3,1,20,98.6711,88.3721,1,100,100,2,0
45,2,1,0.0113,2.0833,43.75,3,4,44.4444,96.6421,83.3333,2,99.9887,97.9167,2,0
31,2,0,5.9843,8.6207,79.3103,5,2,50,79.8378,72.4138,1,96.113,86.2069,1,0
44,1,0,1.3634,7.4074,79.6296,5,6,75,89.696,66.6667,1,95.2392,81.4815,3,0
